wkt_geom,RAILID,RAILNAME,RAILTYPE,BRITUNNAME,異動日期_西元年月,SOURCE,DEFINITION,坐標系統
"MultiLineString ((236176.3349999999627471 2727933.19099999964237213, 236123.20700000040233135 2727919.26500000059604645, 236096.04200000036507845 2727912.86299999989569187, 236029.88599999994039536 2727895.33500000089406967, 235991.15299999993294477 2727882.33000000007450581, 235959.48900000005960464 2727871.58699999935925007, 235930.08600000012665987 2727860.84200000017881393, 235889.375 2727845.29299999959766865, 235868.7369999997317791 2727836.81100000068545341, 235784.76900000032037497 2727802.60199999995529652, 235705.16700000036507845 2727770.37600000016391277, 235688.37299999967217445 2727762.83500000089406967, 235644.35500000044703484 2727744.32699999958276749, 235632.83999999985098839 2727739.41899999976158142, 235632.53399999998509884 2727739.28800000064074993, 235591.56199999991804361 2727721.82699999958276749, 235509.76200000010430813 2727689.35899999924004078, 235330.82400000002235174 2727621.428999999538064, 235286.93699999991804361 2727606.58000000007450581, 235259.40000000037252903 2727598.875, 235222.13599999994039536 2727589.90599999949336052, 235188.15699999965727329 2727584.4739999994635582, 235140.97499999962747097 2727581.00599999912083149, 235107.20500000007450581 2727580.28399999998509884, 235074.57000000029802322 2727581.29399999976158142, 235030.03799999970942736 2727585.9739999994635582, 235001.22599999979138374 2727590.2890000008046627, 234948.35699999984353781 2727603.07499999925494194, 234904.13200000021606684 2727617.34300000034272671, 234874.4389000004157424 2727629.78790000081062317))",K0000000203,臺鐵海岸線(海線),2,,202001,0,0,TM2
"MultiLineString ((237894.14900000020861626 2730657.7760000005364418, 237919.52400000020861626 2731043.65200000070035458, 237921.34599999990314245 2731075.65799999982118607, 237922.11000000033527613 2731089.08799999952316284, 237922.12399999983608723 2731089.33000000007450581, 237954.10300000011920929 2731644.53099999949336052))",K0000000232,臺鐵縱貫線(北段),2,,202001,0,0,TM2
"MultiLineString ((237204.15299999993294477 2728675.68700000084936619, 237204.36699999962002039 2728676.0390000008046627, 237205.25600000005215406 2728677.49899999983608723, 237206.38300000037997961 2728679.34999999962747097, 237207.50600000005215406 2728681.19400000013411045, 237207.96399999968707561 2728681.946000000461936))",K0000000177,臺鐵海岸線(海線),1,,202001,0,0,TM2
"MultiLineString ((227335.0580000001937151 2704776.071000000461936, 227335.4330000001937151 2704777.34999999962747097, 227337.21899999957531691 2704783.42500000074505806, 227339.04999999981373549 2704789.65200000070035458))",K0000000125,臺鐵臺中線(山線),1,,201908,0,0,TM2
"MultiLineString ((237957.24799999967217445 2731694.01600000075995922, 237957.70899999979883432 2731701.2760000005364418, 237957.71300000045448542 2731701.34400000050663948, 237957.89800000004470348 2731704.25300000049173832, 237958.05700000002980232 2731706.74799999967217445, 237958.21499999985098839 2731709.24300000071525574, 237958.41299999970942736 2731712.35700000077486038, 237958.875 2731719.62900000065565109))",K0000000224,臺鐵縱貫線(北段),1,,202001,0,0,TM2
"MultiLineString ((237954.10300000011920929 2731644.53099999949336052, 237957.24799999967217445 2731694.01600000075995922))",K0000000235,臺鐵縱貫線(北段),2,,202001,0,0,TM2
"MultiLineString ((236868.23199999984353781 2728240.30000000074505806, 236869.07899999991059303 2728241.04399999976158142, 236869.14300000015646219 2728241.09999999962747097, 236871.06500000040978193 2728242.78800000064074993, 236873.05700000002980232 2728244.53700000047683716, 236873.12100000027567148 2728244.59300000034272671, 236873.91100000031292439 2728245.28700000047683716))",K0000000172,臺鐵海岸線(海線),1,,202001,0,0,TM2
"MultiLineString ((235556.61400000005960464 2725083.13700000010430813, 235696.97649999987334013 2725207.46959999948740005, 235832.33019999973475933 2725325.24489999935030937, 235947.90600000042468309 2725426.81149999983608723, 235948.34769999980926514 2725427.19959999993443489, 236075.22080000024288893 2725535.79549999907612801, 236099.95899999979883432 2725556.97000000067055225))",K0000000265,臺鐵臺中線(山線),2,,202204,0,0,TM2
"MultiLineString ((226950.72900000028312206 2722168.47199999913573265, 226968.7900000000372529 2722164.82300000078976154))",K0000000190,臺鐵海岸線(海線),2,,202001,0,0,TM2
"MultiLineString ((226776.13399999961256981 2700645.80199999921023846, 226734.71300000045448542 2700633.67699999921023846, 226675.17100000008940697 2700614.12199999950826168, 226641.41199999954551458 2700599.553999999538064, 226628.70199999958276749 2700593.04700000025331974, 226603.95299999974668026 2700578.91899999976158142, 226589.26499999966472387 2700569.20399999991059303, 226582.37200000043958426 2700564.10199999995529652, 226574.0580000001937151 2700557.54199999943375587, 226570.97099999990314245 2700554.88700000010430813, 226548.49100000038743019 2700536.74200000055134296, 226531.76499999966472387 2700519.71800000034272671, 226515.57899999991059303 2700501.38399999961256981, 226493.1119999997317791 2700473.31000000052154064, 226480.72800000011920929 2700454.31399999931454659, 226463.21399999968707561 2700424.83699999935925007, 226448.875 2700393.93500000052154064, 226438.62100000027567148 2700365.01899999938905239, 226427.58100000023841858 2700325.16300000064074993, 226422.65000000037252903 2700294.45399999991059303, 226419.23500000033527613 2700259.625, 226418.5 2700223.49100000038743019, 226420.41399999987334013 2700148.7369999997317791, 226422.26699999999254942 2700061.34200000017881393, 226425.04999999981373549 2699974.39299999922513962, 226426.88499999977648258 2699889.73799999989569187, 226426.25200000032782555 2699826.94500000029802322, 226424.11500000022351742 2699795.80700000002980232, 226416.9419999998062849 2699721.1380000002682209, 226408.0719999996945262 2699649.59600000083446503, 226395.39099999982863665 2699547.678999999538064))",K0000000135,臺鐵舊山線,2,,201908,0,0,TM2
"MultiLineString ((227328.34439999982714653 2722156.32990000024437904, 227346.06599999964237213 2722160.25300000049173832, 227346.40600000042468309 2722160.32799999974668026, 227361.32500000018626451 2722163.63099999912083149, 227361.68200000002980232 2722163.71000000089406967, 227365.4280000003054738 2722164.5390000008046627, 227376.47900000028312206 2722167.50400000065565109, 227381.00899999961256981 2722168.71900000050663948, 227399.24700000043958426 2722173.61099999956786633, 227434.46700000017881393 2722185.24200000055134296, 227435.73500000033527613 2722185.66000000014901161, 227436.61899999994784594 2722185.95199999958276749, 227436.86500000022351742 2722186.03299999982118607, 227438.02199999988079071 2722186.4159999992698431, 227440.00899999961256981 2722187.07200000062584877, 227441.6650000000372529 2722187.61900000087916851))",K0000000156,臺鐵海岸線(海線),1,下南勢坑橋,202204,0,0,TM2
"MultiLineString ((237825.276999999769032 2729554.01799999922513962, 237826.28899999987334013 2729559.87299999967217445))",K0000000252,臺鐵臺中線(山線),1,,202001,0,0,TM2
"MultiLineString ((226806.14900000020861626 2700655.09200000017881393, 226847.08600000012665987 2700669.24400000087916851, 226871.79700000025331974 2700679.22499999962747097, 226910.33999999985098839 2700700.23900000005960464, 226946.18699999991804361 2700725.14499999955296516, 226971.72400000039488077 2700746.99400000087916851, 226997.61699999962002039 2700772.76700000092387199, 227026.88200000021606684 2700809.7090000007301569, 227035.10699999984353781 2700822.55499999970197678))",K0000000483,臺鐵舊山線,2,,202204,0,0,TM2
"MultiLineString ((237741.55499999970197678 2729570.17300000041723251, 237744.2900000000372529 2729576.05700000002980232))",K0000000181,臺鐵海岸線(海線),1,,202001,0,0,TM2
"MultiLineString ((227246.39199999999254942 2722144.35199999995529652, 227251.70799999963492155 2722144.84999999962747097))",K0000000155,臺鐵海岸線(海線),1,,202001,0,0,TM2
"MultiLineString ((226393.59300000034272671 2699533.22499999962747097, 226393.15000000037252903 2699529.66999999992549419, 226381.34200000017881393 2699443.78999999910593033, 226371.14499999955296516 2699352.68400000035762787, 226365.54200000036507845 2699295.27800000086426735, 226365.05499999970197678 2699267.69500000029802322, 226367.29299999959766865 2699248.56000000052154064, 226370.74500000011175871 2699229.16100000031292439, 226372.12999999988824129 2699225.44400000013411045, 226385.19299999997019768 2699180.71000000089406967, 226395.76099999994039536 2699158.40399999916553497, 226403.16700000036507845 2699142.77300000004470348, 226414.51499999966472387 2699124.45800000056624413, 226451.89499999955296516 2699069.98399999924004078, 226496.11099999956786633 2699006.85400000028312206, 226518.14900000020861626 2698976.47900000028312206))",K0000000137,臺鐵舊山線,2,,201908,0,0,TM2
"MultiLineString ((236099.95899999979883432 2725556.97000000067055225, 236102.65299999993294477 2725559.19999999925494194, 236102.69000000040978193 2725559.23100000061094761, 236104.34399999957531691 2725560.61999999918043613, 236104.526999999769032 2725560.77400000020861626, 236105.54299999959766865 2725561.62700000032782555, 236106.25299999956041574 2725562.25300000049173832, 236107.70399999991059303 2725563.53199999965727329, 236107.73900000005960464 2725563.56399999931454659, 236110.38999999966472387 2725565.81499999947845936))",K0000000246,臺鐵臺中線(山線),1,,202001,0,0,TM2
"MultiLineString ((232138.41100000031292439 2721523.92400000058114529, 232141.13100000005215406 2721533.97000000067055225, 232141.13499999977648258 2721533.98599999956786633, 232142.18599999975413084 2721537.86700000055134296, 232142.56500000040978193 2721539.26700000092387199, 232143.22200000006705523 2721541.25100000016391277, 232143.38599999994039536 2721541.74400000087916851, 232144.32500000018626451 2721544.57699999958276749, 232145.58999999985098839 2721548.39599999971687794, 232150.26800000015646219 2721562.51099999994039536, 232150.35400000028312206 2721562.77199999988079071, 232151.29399999976158142 2721565.60600000061094761, 232151.68900000024586916 2721566.80000000074505806, 232152.3169999998062849 2721568.696000000461936, 232153.01499999966472387 2721570.79700000025331974, 232153.15299999993294477 2721571.21800000034272671))",K0000000240,臺鐵臺中線(山線),1,,202001,0,0,TM2
"MultiLineString ((227664.40600000042468309 2722308.9590000007301569, 227664.66199999954551458 2722309.13499999977648258, 227664.83299999963492155 2722309.25300000049173832, 227666.4150000000372529 2722310.33899999968707561, 227666.58600000012665987 2722310.45700000040233135, 227668.01900000032037497 2722311.44099999964237213, 227668.19299999997019768 2722311.56100000068545341, 227668.55900000035762787 2722311.81200000084936619))",K0000000160,臺鐵海岸線(海線),1,,202001,0,0,TM2
"MultiLineString ((231948.51599999982863665 2717942.28999999910593033, 231956.96300000045448542 2717888.80100000090897083, 231986.27599999960511923 2717799.34799999929964542, 231994.38700000010430813 2717768.14900000020861626, 232025.62399999983608723 2717698.83799999952316284, 232037.53399999998509884 2717671.24799999967217445, 232047.44799999985843897 2717638.55599999986588955))",K0000000107,,2,,201908,0,0,TM2
"MultiLineString ((236753.83000000007450581 2733856.34500000067055225, 236729.41299999970942736 2733956.57300000078976154, 236702.28600000031292439 2734067.11600000038743019, 236689.68599999975413084 2734124.45500000007450581, 236682.3880000002682209 2734165.49599999934434891, 236679.65000000037252903 2734192.47499999962747097, 236677.72400000039488077 2734212.43899999931454659, 236677.71700000017881393 2734212.50999999977648258, 236677.46600000001490116 2734215.11299999989569187, 236677.23000000044703484 2734217.55900000035762787, 236677.223000000230968 2734217.63000000081956387, 236677.178999999538064 2734218.08000000007450581, 236675.52599999960511923 2734238.9419999998062849, 236674.2099999999627471 2734266.53299999982118607, 236673.89199999999254942 2734293.38399999961256981, 236674.01200000010430813 2734313.29199999943375587, 236675.94099999964237213 2734352.19500000029802322, 236678.56599999964237213 2734382.41899999976158142, 236681.37299999967217445 2734407.44899999909102917, 236685.3169999998062849 2734434.53199999965727329, 236689.80599999986588955 2734461.09500000067055225, 236695.64300000015646219 2734489.27800000086426735, 236699.58999999985098839 2734507.12600000016391277, 236703.30999999959021807 2734521.13499999977648258, 236709.06500000040978193 2734541.35999999940395355, 236718.29499999992549419 2734572.52300000004470348, 236725.84900000039488077 2734594.38700000010430813, 236734.16000000014901161 2734616.11600000038743019, 236746.66299999970942736 2734646.76500000059604645, 236763.85400000028312206 2734685.05599999986588955, 236782.58999999985098839 2734727.93099999986588955, 236814.58000000007450581 2734798.30499999970197678, 236848.26499999966472387 2734861.36700000055134296, 236877.901999999769032 2734906.94099999964237213, 236877.91600000020116568 2734906.96299999952316284, 236879.67100000008940697 2734909.66100000031292439, 236880.9469999996945262 2734911.62199999950826168, 236881.51400000043213367 2734912.49599999934434891, 236881.53100000042468309 2734912.51999999955296516, 236890.82799999974668026 2734926.81799999997019768, 236891.58000000007450581 2734927.91300000064074993, 236891.59900000039488077 2734927.93999999947845936, 236892.29499999992549419 2734928.95399999991059303, 236892.93900000024586916 2734929.89200000092387199, 236892.95700000040233135 2734929.91799999959766865, 236963.06199999991804361 2735032.00100000016391277, 237006.60599999967962503 2735093.93600000068545341, 237006.62299999967217445 2735093.9609999991953373, 237008.00299999956041574 2735095.92400000058114529, 237008.02099999971687794 2735095.94899999909102917, 237039.06799999997019768 2735140.10799999907612801, 237039.09700000006705523 2735140.14800000004470348, 237059.99700000043958426 2735169.87600000016391277, 237123.91700000036507845 2735266.54700000025331974, 237184.36099999956786633 2735363.696000000461936, 237229.24500000011175871 2735433.1659999992698431, 237247.35199999995529652 2735453.68799999915063381, 237271.75899999961256981 2735483.33000000007450581, 237314.30200000014156103 2735530.99699999950826168, 237336.0130000002682209 2735554.1830000001937151, 237387.26900000032037497 2735600.8359999991953373, 237424.81900000013411045 2735631.55599999986588955, 237444.48400000017136335 2735646.61099999956786633, 237475.625 2735669.58999999985098839, 237512.16899999976158142 2735696.19099999964237213, 237563.08299999963492155 2735732.82300000078976154, 237618.026999999769032 2735772.57499999925494194, 237644.11299999989569187 2735791.28600000031292439, 237661.15899999998509884 2735803.85700000077486038, 237689.68900000024586916 2735824.51500000059604645, 237724.45199999958276749 2735849.53999999910593033, 237772.25899999961256981 2735884.2760000005364418, 237817.64199999999254942 2735917.02700000070035458, 237861.35400000028312206 2735949.32399999909102917, 237911.40099999960511923 2735987.56000000052154064, 237967.16600000020116568 2736028.4739999994635582, 237972.38300000037997961 2736032.43799999915063381))",K0000000239,臺鐵縱貫線(北段),2,,202001,0,0,TM2
